"Speaker","Bigram","n","log_odds"
"BOOKER","a Federal",1,0.340272396736359
"BOOKER","a fight",1,0.195398473802711
"BOOKER","a firearm",1,0.601399349977894
"BOOKER","a frustration",1,0.69388482160753
"BOOKER","a guy",1,0.130904999096158
"BOOKER","A guy",1,0.537240354134368
"BOOKER","a handful",1,0.211681282228777
"BOOKER","a healthcare",1,0.537240354134368
"BOOKER","a holistic",1,0.843378476022345
"BOOKER","a house",1,0.207314064810899
"BOOKER","a humane",1,0.374990933367303
"BOOKER","a laundromat",1,1.12820462189433
"BOOKER","a law",1,0.0869948885880707
"BOOKER","a living",1,0.141164833614329
"BOOKER","A lot",1,0.0640080588392345
"BOOKER","a low",1,0.226236076495846
"BOOKER","a lower",1,0.203155388179382
"BOOKER","a major",1,0.0305013217483058
"BOOKER","a mass",1,0.39642859170907
"BOOKER","a mistake",1,0.00908226191963375
"BOOKER","a moment",1,0.0205457401539002
"BOOKER","a moratorium",1,0.231653749590958
"BOOKER","a movie",1,0.601399349977894
"BOOKER","a nuclear",1,0.00978628318355728
"BOOKER","a one",1,0.119225672910042
"BOOKER","a parent",1,0.226236076495846
"BOOKER","a party",1,0.124816794115109
"BOOKER","a PhD",1,0.537240354134368
"BOOKER","a point",1,0.106998302171383
"BOOKER","a police",1,0.178679270319401
"BOOKER","a policy",1,0.0731188530008025
"BOOKER","a pool",1,1.12820462189433
"BOOKER","a primary",1,0.281485344061399
"BOOKER","a real",1,0.0301751391077433
"BOOKER","a reality",1,0.250058956002656
"BOOKER","a record",1,0.0634461118237885
"BOOKER","a related",1,0.313103650219254
"BOOKER","a retirement",1,0.537240354134368
"BOOKER","a right",1,0.0452010126805409
"BOOKER","a saying",1,0.843378476022345
"BOOKER","a Senate",1,0.374990933367303
"BOOKER","a sense",1,0.0912212733368933
"BOOKER","a separate",1,0.281485344061399
"BOOKER","a serious",1,0.0596504525862745
"BOOKER","a shameful",1,1.12820462189433
"BOOKER","a shooting",1,0.537240354134368
"BOOKER","a side",1,0.843378476022345
"BOOKER","a spectacle",1,1.12820462189433
"BOOKER","a spectacular",1,0.843378476022345
"BOOKER","a step",1,0.195398473802711
"BOOKER","a surge",1,0.374990933367303
"BOOKER","a system",1,0.0668976563200718
"BOOKER","a tenant",1,0.69388482160753
"BOOKER","a tenants",1,1.12820462189433
"BOOKER","a threat",1,0.0705545611808498
"BOOKER","a UAW",1,0.843378476022345
"BOOKER","a vacuum",1,0.237404439248455
"BOOKER","a very",1,-0.0855802489344985
"BOOKER","a viewer's",1,1.12820462189433
"BOOKER","a vision",1,0.184962969186218
"BOOKER","a way",1,-0.003621737766246
"BOOKER","a woman",1,0.0419666743375971
"BOOKER","ability to",1,0.0219564423290055
"BOOKER","able to",1,-0.122442174591204
"BOOKER","about 20",1,0.281485344061399
"BOOKER","about 30",1,0.257056315349248
"BOOKER","about Afghanistan",1,0.340272396736359
"BOOKER","about communities",1,1.12820462189433
"BOOKER","about corporate",1,0.601399349977894
"BOOKER","about each",1,0.291062124041259
"BOOKER","about enough",1,0.601399349977894
"BOOKER","about getting",1,0.157610658577503
"BOOKER","about how",1,0.00327776960771847
"BOOKER","about I'm",1,0.356477778444
"BOOKER","about is",1,0.0657254520456755
"BOOKER","about our",1,0.0623374347019962
"BOOKER","about policy",1,0.489417902319759
"BOOKER","about racism",1,0.843378476022345
"BOOKER","about raising",1,0.39642859170907
"BOOKER","about reading",1,1.12820462189433
"BOOKER","about that",1,-0.0109366540300059
"BOOKER","about There's",1,0.69388482160753
"BOOKER","about these",1,0.132514413827188
"BOOKER","about trans",1,1.12820462189433
"BOOKER","about veterans",1,0.601399349977894
"BOOKER","about what",1,-0.0109366540300059
"BOOKER","about women",1,0.374990933367303
"BOOKER","absolutely be",1,0.69388482160753
"BOOKER","absolutely will",1,0.489417902319759
"BOOKER","access and",1,0.42166602555845
"BOOKER","access to",1,0.0431596454537161
"BOOKER","accord Then",1,1.12820462189433
"BOOKER","accords I",1,1.12820462189433
"BOOKER","accords That",1,1.12820462189433
"BOOKER","accountability to",1,0.374990933367303
"BOOKER","achieve and",1,0.537240354134368
"BOOKER","ACLU that",1,0.843378476022345
"BOOKER","across the",1,-0.0218636819483398
"BOOKER","across this",1,0.0800364809202495
"BOOKER","Act and",1,0.216275933957595
"BOOKER","act I'm",1,0.843378476022345
"BOOKER","acting more",1,1.12820462189433
"BOOKER","action but",1,0.601399349977894
"BOOKER","action on",1,0.313103650219254
"BOOKER","action will",1,0.601399349977894
"BOOKER","actions and",1,0.325926101718621
"BOOKER","activate and",1,1.12820462189433
"BOOKER","active shooter",1,0.69388482160753
"BOOKER","activists mostly",1,1.12820462189433
"BOOKER","activists that",1,1.12820462189433
"BOOKER","actual Constitution",1,1.12820462189433
"BOOKER","actually be",1,0.257056315349248
"BOOKER","actually did",1,0.272691409339073
"BOOKER","actually gut",1,1.12820462189433
"BOOKER","Actually I",1,0.250058956002656
"BOOKER","actually led",1,1.12820462189433
"BOOKER","actually will",1,0.489417902319759
"BOOKER","add to",1,0.123375380258244
"BOOKER","addiction for",1,1.12820462189433
"BOOKER","addiction in",1,1.12820462189433
"BOOKER","addiction We",1,1.12820462189433
"BOOKER","addiction with",1,1.12820462189433
"BOOKER","address our",1,0.601399349977894
"BOOKER","address that",1,0.216275933957595
"BOOKER","advances and",1,1.12820462189433
"BOOKER","advice to",1,0.42166602555845
"BOOKER","affect us",1,0.601399349977894
"BOOKER","affected they're",1,1.12820462189433
"BOOKER","affecting Beto",1,1.12820462189433
"BOOKER","affirm the",1,1.12820462189433
"BOOKER","affirms human",1,1.12820462189433
"BOOKER","afford their",1,0.489417902319759
"BOOKER","Affordable Care",1,0.112831323702336
"BOOKER","affordable cost",1,0.843378476022345
"BOOKER","Afghanistan and",1,0.109270010140081
"BOOKER","afraid because",1,1.12820462189433
"BOOKER","afraid to",1,0.175712892254682
"BOOKER","African African",1,1.12820462189433
"BOOKER","African saying",1,1.12820462189433
"BOOKER","after being",1,0.489417902319759
"BOOKER","aftermath of",1,0.216275933957595
"BOOKER","ag sector",1,1.12820462189433
"BOOKER","again I",1,0.0869948885880707
"BOOKER","again This",1,0.42166602555845
"BOOKER","again tonight",1,0.325926101718621
"BOOKER","against China",1,0.340272396736359
"BOOKER","against it",1,0.0481783052387061
"BOOKER","against moderates",1,1.12820462189433
"BOOKER","against other",1,1.12820462189433
"BOOKER","against progressives",1,1.12820462189433
"BOOKER","against the",1,-0.00828307900220665
"BOOKER","against voter",1,1.12820462189433
"BOOKER","agenda I",1,0.537240354134368
"BOOKER","agenda that",1,0.191771984250594
"BOOKER","agendas on",1,1.12820462189433
"BOOKER","aggressive agenda",1,0.843378476022345
"BOOKER","aggressive because",1,1.12820462189433
"BOOKER","aggressive bills",1,1.12820462189433
"BOOKER","ago And",1,0.226236076495846
"BOOKER","ago just",1,0.69388482160753
"BOOKER","ago this",1,0.374990933367303
"BOOKER","agree wholeheartedly",1,1.12820462189433
"BOOKER","agreed to",1,0.0921014633858771
"BOOKER","agricultural industry",1,1.12820462189433
"BOOKER","Aid and",1,1.12820462189433
"BOOKER","aid everything",1,1.12820462189433
"BOOKER","aisle and",1,0.39642859170907
"BOOKER","all a",1,0.325926101718621
"BOOKER","all across",1,0.0634461118237885
"BOOKER","all agree",1,0.191771984250594
"BOOKER","all Americans",1,0.0628892671822073
"BOOKER","all around",1,0.15534281306564
"BOOKER","All But",1,1.12820462189433
"BOOKER","all I'm",1,0.175712892254682
"BOOKER","all let",1,0.151004431417966
"BOOKER","all Mr",1,0.601399349977894
"BOOKER","all out",1,0.199188497331602
"BOOKER","all there's",1,0.489417902319759
"BOOKER","all they",1,0.250058956002656
"BOOKER","all this",1,0.0757941044620791
"BOOKER","all we're",1,0.374990933367303
"BOOKER","All where",1,1.12820462189433
"BOOKER","all you",1,0.137576869904239
"BOOKER","allies in",1,0.148927257470471
"BOOKER","allies out",1,0.843378476022345
"BOOKER","allies You",1,1.12820462189433
"BOOKER","allowing subjecting",1,1.12820462189433
"BOOKER","allowing them",1,0.374990933367303
"BOOKER","almost for",1,0.843378476022345
"BOOKER","almost four",1,1.12820462189433
"BOOKER","alone But",1,0.843378476022345
"BOOKER","alone policy",1,1.12820462189433
"BOOKER","alone This",1,0.69388482160753
"BOOKER","already But",1,0.69388482160753
"BOOKER","already have",1,0.250058956002656
"BOOKER","already led",1,1.12820462189433
"BOOKER","already said",1,0.281485344061399
"BOOKER","also a",1,0.0948174934791169
"BOOKER","also make",1,0.301548854152277
"BOOKER","also now",1,0.69388482160753
"BOOKER","also struggling",1,0.843378476022345
"BOOKER","altar of",1,0.843378476022345
"BOOKER","always greater",1,1.12820462189433
"BOOKER","always keep",1,0.537240354134368
"BOOKER","am going",1,0.115316262471908
"BOOKER","am happy",1,0.39642859170907
"BOOKER","am the",1,0.101641905664454
"BOOKER","am tired",1,0.451995031021433
"BOOKER","Amazon burning",1,1.12820462189433
"BOOKER","Amazon that",1,0.843378476022345
"BOOKER","America agrees",1,1.12820462189433
"BOOKER","America alone",1,0.69388482160753
"BOOKER","America At",1,0.69388482160753
"BOOKER","America between",1,1.12820462189433
"BOOKER","America every",1,1.12820462189433
"BOOKER","America first",1,0.374990933367303
"BOOKER","America for",1,0.167430099012573
"BOOKER","America from",1,0.356477778444
"BOOKER","America in",1,0.130904999096158
"BOOKER","America isolated",1,1.12820462189433
"BOOKER","America right",1,0.325926101718621
"BOOKER","America that",1,0.0751143811504143
"BOOKER","America where",1,0.237404439248455
"BOOKER","America's toughest",1,1.12820462189433
"BOOKER","American children",1,0.356477778444
"BOOKER","American cities",1,0.489417902319759
"BOOKER","American city",1,0.340272396736359
"BOOKER","American civil",1,1.12820462189433
"BOOKER","American dominated",1,1.12820462189433
"BOOKER","American dream",1,0.092994007637216
"BOOKER","American having",1,0.843378476022345
"BOOKER","American man",1,0.489417902319759
"BOOKER","American right",1,1.12820462189433
"BOOKER","American trans",1,1.12820462189433
"BOOKER","American values",1,0.257056315349248
"BOOKER","American vote",1,0.69388482160753
"BOOKER","American voters",1,0.39642859170907
"BOOKER","American you",1,0.601399349977894
"BOOKER","Americans And",1,0.181759967681409
"BOOKER","Americans But",1,0.451995031021433
"BOOKER","Americans Eighty",1,1.12820462189433
"BOOKER","Americans especially",1,1.12820462189433
"BOOKER","Americans have",1,0.114062215688683
"BOOKER","Americans healthcare",1,1.12820462189433
"BOOKER","Americans the",1,0.374990933367303
"BOOKER","Americans The",1,0.451995031021433
"BOOKER","Americans this",1,0.69388482160753
"BOOKER","Americans We",1,0.243525152601206
"BOOKER","amongst us",1,0.537240354134368
"BOOKER","an active",1,0.356477778444
"BOOKER","an aggressive",1,0.243525152601206
"BOOKER","an artificial",1,0.843378476022345
"BOOKER","an assault",1,0.264576817694452
"BOOKER","an education",1,0.151004431417966
"BOOKER","an ideal",1,0.843378476022345
"BOOKER","an international",1,0.164854331382196
"BOOKER","an office",1,0.374990933367303
"BOOKER","an old",1,0.216275933957595
"BOOKER","an opportunity",1,0.040796452991888
"BOOKER","an original",1,0.537240354134368
"BOOKER","an Oscar",1,1.12820462189433
"BOOKER","an unlawful",1,1.12820462189433
"BOOKER","An unlawful",1,1.12820462189433
"BOOKER","and 15",1,0.272691409339073
"BOOKER","and addiction",1,0.843378476022345
"BOOKER","and all",1,0.0104979974002841
"BOOKER","And all",1,0.104802665214281
"BOOKER","and also",1,0.0570764693876944
"BOOKER","And and",1,0.0764813599202869
"BOOKER","And are",1,0.301548854152277
"BOOKER","and arithmetic",1,1.12820462189433
"BOOKER","and as",1,0.0342072835200921
"BOOKER","and balances",1,0.42166602555845
"BOOKER","and beat",1,0.313103650219254
"BOOKER","and begin",1,0.211681282228777
"BOOKER","and bolder",1,0.843378476022345
"BOOKER","and border",1,0.69388482160753
"BOOKER","and boy",1,0.601399349977894
"BOOKER","and brief",1,1.12820462189433
"BOOKER","and bring",1,0.106998302171383
"BOOKER","and calling",1,0.489417902319759
"BOOKER","and can",1,0.130904999096158
"BOOKER","And can",1,0.340272396736359
"BOOKER","and chew",1,0.537240354134368
"BOOKER","and climate",1,0.340272396736359
"BOOKER","and coalitions",1,1.12820462189433
"BOOKER","and comes",1,0.69388482160753
"BOOKER","and coming",1,0.374990933367303
"BOOKER","and dealing",1,0.39642859170907
"BOOKER","and decades",1,0.601399349977894
"BOOKER","and defiant",1,1.12820462189433
"BOOKER","and degrade",1,1.12820462189433
"BOOKER","and demonstrably",1,1.12820462189433
"BOOKER","and demoralizing",1,1.12820462189433
"BOOKER","and deserves",1,0.601399349977894
"BOOKER","And Detroit",1,0.843378476022345
"BOOKER","and dignity",1,0.325926101718621
"BOOKER","And employment",1,1.12820462189433
"BOOKER","and engage",1,0.601399349977894
"BOOKER","and every",1,0.083806562705551
"BOOKER","and fight",1,0.129331952507632
"BOOKER","and for",1,0.0219564423290055
"BOOKER","And for",1,0.0822711517045458
"BOOKER","and frankly",1,0.211681282228777
"BOOKER","and freedom",1,0.164854331382196
"BOOKER","and further",1,0.356477778444
"BOOKER","and get",1,0.0121896440190629
"BOOKER","and getting",1,0.132514413827188
"BOOKER","and guilty",1,1.12820462189433
"BOOKER","and gun",1,0.537240354134368
"BOOKER","and harms",1,1.12820462189433
"BOOKER","and hate",1,0.489417902319759
"BOOKER","and having",1,0.153141884499838
"BOOKER","And here's",1,0.11789711465387
"BOOKER","and him",1,0.601399349977894
"BOOKER","and his",1,0.0481783052387061
"BOOKER","and housing",1,0.281485344061399
"BOOKER","and how",1,0.018083015609044
"BOOKER","And how",1,0.123375380258244
"BOOKER","and human",1,0.243525152601206
"BOOKER","and hurting",1,0.601399349977894
"BOOKER","and I'm",1,-0.0139943970945669
"BOOKER","and incarcerated",1,0.69388482160753
"BOOKER","and innocent",1,1.12820462189433
"BOOKER","and Iraq",1,0.188297069894735
"BOOKER","and isn't",1,0.489417902319759
"BOOKER","and it's",1,-0.0223100063412577
"BOOKER","And it's",1,0.00138143948323968
"BOOKER","and join",1,0.313103650219254
"BOOKER","and Latinos",1,0.291062124041259
"BOOKER","and led",1,0.291062124041259
"BOOKER","and let",1,0.0596504525862745
"BOOKER","And let",1,0.0580931055836687
"BOOKER","and Macron",1,1.12820462189433
"BOOKER","and magnified",1,1.12820462189433
"BOOKER","and making",1,0.0996171892978002
"BOOKER","and minor",1,1.12820462189433
"BOOKER","and moved",1,0.537240354134368
"BOOKER","and Newark",1,1.12820462189433
"BOOKER","And now",1,0.0546064451780441
"BOOKER","and one",1,0.0617905264472832
"BOOKER","And one",1,0.0522323468221107
"BOOKER","and over",1,0.0778791214893902
"BOOKER","and overwhelm",1,1.12820462189433
"BOOKER","and own",1,0.601399349977894
"BOOKER","and Pennsylvania",1,0.451995031021433
"BOOKER","and perhaps",1,0.250058956002656
"BOOKER","and poverty",1,0.451995031021433
"BOOKER","and prayers",1,0.451995031021433
"BOOKER","and present",1,0.537240354134368
"BOOKER","and push",1,0.374990933367303
"BOOKER","and Putin",1,0.69388482160753
"BOOKER","and reinvest",1,0.601399349977894
"BOOKER","and remain",1,0.843378476022345
"BOOKER","and responsible",1,0.537240354134368
"BOOKER","and saw",1,0.272691409339073
"BOOKER","and see",1,0.102678507907442
"BOOKER","and seriously",1,1.12820462189433
"BOOKER","And Sir",1,1.12820462189433
"BOOKER","and some",1,0.0845886062582528
"BOOKER","and stand",1,0.226236076495846
"BOOKER","and still",1,0.167430099012573
"BOOKER","and suffering",1,0.451995031021433
"BOOKER","and that",1,-0.0914651611685211
"BOOKER","And that",1,-0.0409251373579162
"BOOKER","And then",1,-0.016446050504062
"BOOKER","and they're",1,0.0366867151621625
"BOOKER","and think",1,0.178679270319401
"BOOKER","and today",1,0.281485344061399
"BOOKER","and took",1,0.221119417078974
"BOOKER","and understand",1,0.211681282228777
"BOOKER","and understanding",1,0.451995031021433
"BOOKER","and use",1,0.184962969186218
"BOOKER","and used",1,0.325926101718621
"BOOKER","and Valeria",1,0.69388482160753
"BOOKER","and we've",1,0.0634461118237885
"BOOKER","and when",1,0.0419666743375971
"BOOKER","And when",1,-0.00265022655519128
"BOOKER","and why",1,0.0976540696858265
"BOOKER","and Wisconsin",1,0.537240354134368
"BOOKER","and witnessed",1,1.12820462189433
"BOOKER","and won",1,0.264576817694452
"BOOKER","and workers",1,0.374990933367303
"BOOKER","And yes",1,0.135848650266486
"BOOKER","and you're",1,0.0785899675552888
"BOOKER","anguish of",1,1.12820462189433
"BOOKER","annoys me",1,0.69388482160753
"BOOKER","another place",1,0.39642859170907
"BOOKER","another president",1,0.843378476022345
"BOOKER","another setback",1,1.12820462189433
"BOOKER","anthem with",1,1.12820462189433
"BOOKER","antitrust law",1,1.12820462189433
"BOOKER","any climate",1,1.12820462189433
"BOOKER","anybody in",1,0.184962969186218
"BOOKER","anywhere is",1,1.12820462189433
"BOOKER","applause for",1,0.42166602555845
"BOOKER","appoint judges",1,0.42166602555845
"BOOKER","are 17,000",1,1.12820462189433
"BOOKER","are a",1,-0.016446050504062
"BOOKER","are African",1,0.42166602555845
"BOOKER","are against",1,0.250058956002656
"BOOKER","are agreed",1,0.69388482160753
"BOOKER","are almost",1,0.42166602555845
"BOOKER","are as",1,0.143028676605769
"BOOKER","are because",1,0.42166602555845
"BOOKER","are but",1,0.42166602555845
"BOOKER","are butchering",1,1.12820462189433
"BOOKER","are creating",1,0.325926101718621
"BOOKER","are evaluated",1,1.12820462189433
"BOOKER","are formed",1,1.12820462189433
"BOOKER","are giving",1,0.257056315349248
"BOOKER","are here",1,0.0536457141357297
"BOOKER","are immigration",1,1.12820462189433
"BOOKER","are just",1,0.144942057124316
"BOOKER","are liable",1,1.12820462189433
"BOOKER","are like",1,0.340272396736359
"BOOKER","are never",1,0.313103650219254
"BOOKER","are part",1,0.264576817694452
"BOOKER","are people",1,0.0705545611808498
"BOOKER","are playing",1,0.356477778444
"BOOKER","are president",1,0.451995031021433
"BOOKER","are profiting",1,0.843378476022345
"BOOKER","are pulled",1,1.12820462189433
"BOOKER","are repugnant",1,1.12820462189433
"BOOKER","are responsible",1,0.221119417078974
"BOOKER","are returned",1,1.12820462189433
"BOOKER","are right",1,0.135848650266486
"BOOKER","are ripping",1,0.489417902319759
"BOOKER","are saying",1,0.132514413827188
"BOOKER","are seeing",1,0.141164833614329
"BOOKER","are showing",1,0.537240354134368
"BOOKER","are struggling",1,0.151004431417966
"BOOKER","are too",1,0.127793810842913
"BOOKER","are tragedies",1,0.843378476022345
"BOOKER","are united",1,0.489417902319759
"BOOKER","are violating",1,0.69388482160753
"BOOKER","are way",1,0.39642859170907
"BOOKER","are we",1,0.0205457401539002
"BOOKER","are working",1,0.0869948885880707
"BOOKER","are your",1,0.184962969186218
"BOOKER","arithmetic and",1,1.12820462189433
"BOOKER","around and",1,0.0966945318634655
"BOOKER","around because",1,0.537240354134368
"BOOKER","around our",1,0.537240354134368
"BOOKER","around this",1,0.184962969186218
"BOOKER","arrest our",1,1.12820462189433
"BOOKER","arrested and",1,0.69388482160753
"BOOKER","artificial deadline",1,1.12820462189433
"BOOKER","as America",1,0.374990933367303
"BOOKER","as an",1,0.0285693933193242
