"Speaker","Unigram","n","log_odds"
"KAMALA HARRIS","whatever",1,0.00118954594580785
"KAMALA HARRIS","Which",1,0.0799122127300144
"KAMALA HARRIS","whole",1,-0.062587622512797
"KAMALA HARRIS","Why",1,-0.0548274321493147
"KAMALA HARRIS","wildfires",1,0.536704118422186
"KAMALA HARRIS","Will",1,0.0553287555733583
"KAMALA HARRIS","Wilson",1,0.300641329990906
"KAMALA HARRIS","wind",1,0.0814703095402732
"KAMALA HARRIS","winning",1,0.0699557200249599
"KAMALA HARRIS","withhold",1,0.39571942644717
"KAMALA HARRIS","witness",1,0.488833363051831
"KAMALA HARRIS","Wizard",1,1.1279738629933
"KAMALA HARRIS","won",1,0.00372955897194296
"KAMALA HARRIS","words",1,-0.0112434753994145
"KAMALA HARRIS","Work",1,0.451366087422401
"KAMALA HARRIS","Working",1,0.355696783231779
"KAMALA HARRIS","world",1,-0.184772930007041
"KAMALA HARRIS","worse",1,0.0241986924892669
"KAMALA HARRIS","yeah",1,0.134114232333402
"KAMALA HARRIS","year's",1,0.248989558797805
"KAMALA HARRIS","you'll",1,-0.00234610596374869
"KAMALA HARRIS","young",1,-0.0703337115745557
"KAMALA HARRIS","Your",1,0.00396519678416558
"KAMALA HARRIS","yourself",1,0.0238794246338134
